id,maxtemp,dewpoint,humidity,cloud,sunshine,windspeed,maxt-dew,cloud_humidity,cloud_humidity/Press,clo^2,wi,sun_humidity,rainfall
502,30.9,26.3,85.0,88.0,0.4,18.0,4.599999999999998,7480.0,7.424317617866005,7744.0,60.28,0.004705882352941177,1
503,31.9,25.2,89.0,88.0,0.7,24.2,6.699999999999999,7832.0,7.763679619349722,7744.0,61.79,0.007865168539325841,1
504,33.5,23.2,70.0,49.0,11.5,12.8,10.3,3430.0,3.401428004760016,2401.0,39.25,0.16428571428571428,0
505,32.7,26.7,88.0,84.0,2.3,31.9,6.0000000000000036,7392.0,7.347182188649239,7056.0,59.71000000000001,0.026136363636363635,1
506,29.0,22.3,72.0,40.0,8.8,6.9,6.699999999999999,2880.0,2.853462795997226,1600.0,38.16,0.12222222222222223,0
507,32.3,25.4,78.0,54.0,10.4,23.2,6.899999999999999,4212.0,4.174843889384478,2916.0,44.28000000000001,0.13333333333333333,0
508,33.0,24.1,78.0,46.0,11.5,20.5,8.899999999999999,3588.0,3.5574063057703746,2116.0,41.55,0.14743589743589744,0
509,31.1,25.8,89.0,88.0,0.3,30.5,5.300000000000001,7832.0,7.794585987261147,7744.0,61.91,0.0033707865168539327,1
510,33.1,24.4,78.0,29.0,10.5,23.9,8.700000000000003,2262.0,2.2431574771915908,841.0,36.75000000000001,0.1346153846153846,0
511,31.8,24.8,84.0,74.0,6.7,11.2,7.0,6216.0,6.190001991635132,5476.0,53.79,0.07976190476190477,1
512,29.6,25.4,70.0,78.0,4.1,9.1,4.200000000000003,5460.0,5.411834671424324,6084.0,50.17,0.058571428571428566,1
513,30.8,26.7,86.0,88.0,1.5,17.2,4.100000000000001,7568.0,7.49381126844242,7744.0,60.349999999999994,0.01744186046511628,1
514,32.1,25.4,79.0,70.0,8.7,43.8,6.700000000000003,5530.0,5.476331946920182,4900.0,49.99,0.110126582278481,0
515,34.0,24.3,74.0,25.0,10.5,9.1,9.7,1850.0,1.834225659329764,625.0,33.95,0.14189189189189189,0
516,33.0,25.6,81.0,60.0,7.8,43.8,7.399999999999999,4860.0,4.81951606505355,3600.0,48.06,0.0962962962962963,1
517,32.0,25.3,76.0,20.0,10.2,35.3,6.699999999999999,1520.0,1.5052485640720936,400.0,33.34,0.13421052631578947,0
518,34.0,25.9,78.0,55.0,10.2,9.1,8.100000000000001,4290.0,4.256796983528478,3025.0,44.64,0.13076923076923075,1
519,32.0,26.3,75.0,40.0,9.0,16.2,5.699999999999999,3000.0,2.974714923153198,1600.0,39.3,0.12,0
520,28.4,25.4,90.0,83.0,0.0,20.0,3.0,7470.0,7.423233628142701,6889.0,60.9,0.0,1
521,31.9,25.0,93.0,80.0,0.4,39.7,6.899999999999999,7440.0,7.369255150554675,6400.0,61.080000000000005,0.004301075268817204,1
522,33.8,23.1,80.0,49.0,11.2,26.1,10.699999999999996,3920.0,3.894684550422255,2401.0,43.34,0.13999999999999999,0
523,30.0,26.7,87.0,83.0,2.6,38.0,3.3000000000000007,7221.0,7.150920974450386,6889.0,58.92,0.029885057471264367,1
524,33.0,25.9,80.0,88.0,1.0,12.8,7.100000000000001,7040.0,7.000099433230585,7744.0,58.1,0.0125,1
525,33.3,26.0,86.0,84.0,4.6,21.9,7.299999999999997,7224.0,7.187344542831559,7056.0,58.21999999999999,0.053488372093023255,1
526,33.3,24.8,78.0,68.0,9.6,11.0,8.499999999999996,5304.0,5.261382799325464,4624.0,48.72,0.12307692307692307,1
527,35.4,26.4,78.0,53.0,7.8,14.3,9.0,4134.0,4.106078665077473,2809.0,44.760000000000005,0.09999999999999999,1
528,33.2,24.8,79.0,60.0,9.7,22.6,8.400000000000002,4740.0,4.70284750471277,3600.0,46.690000000000005,0.12278481012658227,0
529,35.3,26.0,72.0,28.0,10.1,24.9,9.299999999999997,2016.0,2.000198432384165,784.0,34.17,0.14027777777777778,0
530,32.2,26.1,80.0,72.0,7.8,18.4,6.100000000000001,5760.0,5.713718877095526,5184.0,51.25999999999999,0.0975,1
531,32.3,25.0,76.0,74.0,6.6,20.0,7.299999999999997,5624.0,5.576598909271195,5476.0,50.620000000000005,0.08684210526315789,1
532,32.4,24.7,75.0,48.0,10.0,11.3,7.699999999999999,3600.0,3.5703659625111577,2304.0,41.4,0.13333333333333333,0
533,30.6,25.9,89.0,88.0,2.3,15.2,4.700000000000003,7832.0,7.789934354485777,7744.0,61.31,0.025842696629213482,1
534,32.4,26.2,79.0,84.0,6.2,9.6,6.199999999999999,6636.0,6.614832535885167,7056.0,54.94,0.07848101265822785,1
535,32.9,25.9,74.0,30.0,8.6,22.5,7.0,2220.0,2.2023809523809526,900.0,36.02,0.11621621621621621,1
536,33.6,26.3,78.0,61.0,9.0,13.6,7.300000000000001,4758.0,4.7570485902819435,3721.0,46.8,0.11538461538461539,0
537,31.0,26.2,92.0,86.0,0.3,12.5,4.800000000000001,7912.0,7.848427735343716,7396.0,62.510000000000005,0.003260869565217391,1
538,33.8,25.2,84.0,85.0,2.0,12.8,8.599999999999998,7140.0,7.082630691399663,7225.0,58.5,0.023809523809523808,1
539,32.3,26.0,86.0,88.0,1.0,19.7,6.299999999999997,7568.0,7.5012389731390625,7744.0,60.5,0.011627906976744186,1
540,32.2,25.3,82.0,79.0,1.4,13.3,6.900000000000002,6478.0,6.4227642276422765,6241.0,56.08,0.017073170731707315,1
541,30.6,25.8,89.0,85.0,0.3,17.3,4.800000000000001,7565.0,7.504215851602024,7225.0,61.01,0.0033707865168539327,1
542,31.6,25.2,88.0,88.0,0.3,15.8,6.400000000000002,7744.0,7.675686391119041,7744.0,61.51,0.003409090909090909,1
543,33.0,26.0,82.0,67.0,7.7,30.2,7.0,5494.0,5.440142588375087,4489.0,50.59,0.09390243902439024,1
544,30.9,25.9,85.0,85.0,1.0,11.8,5.0,7225.0,7.173351866560762,7225.0,59.2,0.011764705882352941,1
545,30.9,25.7,86.0,84.0,1.7,11.8,5.199999999999999,7224.0,7.156017830609213,7056.0,59.089999999999996,0.019767441860465116,1
546,33.3,25.1,77.0,72.0,10.4,14.8,8.199999999999996,5544.0,5.497273177987109,5184.0,49.28,0.13506493506493508,1
547,33.3,26.0,79.0,84.0,3.5,27.3,7.299999999999997,6636.0,6.582680289653804,7056.0,55.75,0.04430379746835443,1
548,31.2,25.8,84.0,87.0,0.3,14.2,5.399999999999999,7308.0,7.251438777535226,7569.0,59.61,0.0035714285714285713,1
549,32.0,24.9,72.0,70.0,9.1,12.5,7.100000000000001,5040.0,5.0,4900.0,47.07,0.12638888888888888,1
550,33.2,24.8,77.0,55.0,10.0,14.6,8.400000000000002,4235.0,4.191824210630506,3025.0,44.3,0.12987012987012986,1
551,31.3,25.4,84.0,83.0,3.2,8.9,5.900000000000002,6972.0,6.912552052349792,6889.0,57.54,0.0380952380952381,1
552,32.4,26.3,75.0,67.0,10.1,14.5,6.099999999999998,5025.0,4.986108354832308,4489.0,47.06999999999999,0.13466666666666666,1
553,32.8,25.4,84.0,83.0,8.1,15.4,7.399999999999999,6972.0,6.913237481408031,6889.0,56.07,0.09642857142857142,0
554,34.0,25.8,78.0,73.0,10.7,12.7,8.2,5694.0,5.66060244557113,5329.0,49.89,0.13717948717948716,0
555,32.9,25.7,79.0,72.0,6.0,9.5,7.199999999999999,5688.0,5.636705975621841,5184.0,51.400000000000006,0.0759493670886076,1
556,31.8,24.8,81.0,88.0,1.3,12.8,7.0,7128.0,7.073533789818398,7744.0,58.41,0.016049382716049384,1
557,33.3,25.3,77.0,79.0,10.2,20.0,7.9999999999999964,6083.0,6.033525094227335,6241.0,51.44,0.13246753246753246,0
558,33.7,24.6,72.0,44.0,6.0,13.9,9.100000000000001,3168.0,3.141298958849777,1936.0,40.2,0.08333333333333333,0
559,33.4,25.3,74.0,29.0,9.1,14.2,8.099999999999998,2146.0,2.128757067751215,841.0,35.57,0.12297297297297297,0
560,32.8,24.3,78.0,21.0,11.1,11.1,8.499999999999996,1638.0,1.623550401427297,441.0,34.17,0.1423076923076923,0
561,33.2,24.3,75.0,53.0,10.0,10.3,8.900000000000002,3975.0,3.9383731298920046,2809.0,42.9,0.13333333333333333,0
562,32.6,24.4,82.0,62.0,11.1,16.9,8.200000000000003,5084.0,5.049160790545238,3844.0,48.07000000000001,0.1353658536585366,0
563,32.3,24.1,78.0,57.0,10.3,16.2,8.199999999999996,4446.0,4.406779661016949,3249.0,45.209999999999994,0.13205128205128205,1
564,33.4,25.2,71.0,35.0,11.2,12.0,8.2,2485.0,2.4623464130003963,1225.0,35.540000000000006,0.15774647887323942,0
565,36.0,25.9,79.0,78.0,10.6,12.0,10.100000000000001,6162.0,6.114308394522723,6084.0,51.82,0.1341772151898734,1
566,31.2,25.0,75.0,53.0,8.3,6.9,6.199999999999999,3975.0,3.9317507418397626,2809.0,43.41,0.11066666666666668,0
567,33.0,24.8,74.0,47.0,10.1,12.6,8.2,3478.0,3.4490281634272115,2209.0,40.67,0.13648648648648648,1
568,32.8,24.6,74.0,53.0,8.2,25.1,8.199999999999996,3922.0,3.8866316519670994,2809.0,43.04,0.1108108108108108,0
569,31.3,24.3,67.0,46.0,8.1,18.1,7.0,3082.0,3.055114988104679,2116.0,38.17,0.1208955223880597,1
570,30.8,25.8,85.0,83.0,1.6,6.1,5.0,7055.0,6.992764396867876,6889.0,58.42,0.018823529411764708,1
571,32.0,25.1,70.0,43.0,10.3,13.0,6.899999999999999,3010.0,2.981674096087172,1849.0,37.809999999999995,0.14714285714285716,1
572,35.8,26.0,77.0,49.0,9.5,21.5,9.799999999999997,3773.0,3.753108524818462,2401.0,42.65,0.12337662337662338,0
573,33.2,24.1,71.0,46.0,6.4,9.5,9.100000000000001,3266.0,3.237189017742095,2116.0,40.28,0.09014084507042254,1
574,33.2,26.1,81.0,78.0,3.1,6.1,7.100000000000001,6318.0,6.262265834076717,6084.0,54.87,0.03827160493827161,1
575,31.7,24.3,84.0,67.0,3.0,10.2,7.399999999999999,5628.0,5.573380867498515,4489.0,52.800000000000004,0.03571428571428571,1
576,31.9,25.9,86.0,88.0,1.2,21.6,6.0,7568.0,7.503470156652786,7744.0,60.44,0.013953488372093023,1
577,31.7,26.0,80.0,80.0,0.9,24.8,5.699999999999999,6400.0,6.364359586316627,6400.0,55.73,0.01125,1
578,29.0,25.8,89.0,88.0,0.9,17.5,3.1999999999999993,7832.0,7.765989092711949,7744.0,61.73,0.010112359550561799,1
579,33.4,26.1,79.0,83.0,2.8,23.9,7.299999999999997,6557.0,6.5081885856079404,6889.0,55.66,0.03544303797468354,1
580,30.7,24.3,84.0,78.0,7.6,14.8,6.399999999999999,6552.0,6.51356993736952,6084.0,54.72,0.09047619047619047,1
581,30.6,23.6,82.0,84.0,1.5,12.0,7.0,6888.0,6.863976083707025,7056.0,57.55,0.018292682926829267,1
582,30.6,23.3,77.0,47.0,8.8,10.2,7.300000000000001,3619.0,3.5977731384829506,2209.0,42.26,0.1142857142857143,1
583,31.2,24.1,76.0,53.0,9.5,12.9,7.099999999999998,4028.0,4.004772320540863,2809.0,43.449999999999996,0.125,1
584,33.1,25.9,77.0,43.0,9.3,10.2,7.200000000000003,3311.0,3.310337932413517,1849.0,40.910000000000004,0.12077922077922079,0
585,33.1,26.0,79.0,77.0,2.3,9.5,7.100000000000001,6083.0,6.03771712158809,5929.0,54.010000000000005,0.02911392405063291,0
586,28.1,24.2,84.0,67.0,6.5,15.3,3.900000000000002,5628.0,5.584441357412185,4489.0,51.75,0.07738095238095238,1
587,33.2,25.9,78.0,69.0,8.7,11.1,7.300000000000004,5382.0,5.338756075786132,4761.0,49.290000000000006,0.11153846153846153,0
588,32.3,25.8,82.0,67.0,7.7,14.5,6.4999999999999964,5494.0,5.448234827449425,4489.0,50.59,0.09390243902439024,1
589,32.8,24.5,81.0,88.0,6.8,7.9,8.299999999999997,7128.0,7.065120428189117,7744.0,56.76,0.08395061728395062,1
590,31.0,26.0,76.0,69.0,5.3,12.8,5.0,5244.0,5.18335474943165,4761.0,49.510000000000005,0.06973684210526315,1
591,33.0,24.2,75.0,44.0,9.1,9.1,8.8,3300.0,3.259259259259259,1936.0,40.470000000000006,0.12133333333333333,0
592,30.4,25.3,87.0,88.0,0.1,17.5,5.099999999999998,7656.0,7.574948055802909,7744.0,61.17,0.0011494252873563218,1
593,29.1,23.2,81.0,88.0,1.1,15.3,5.900000000000002,7128.0,7.04695996045477,7744.0,58.47,0.013580246913580249,1
594,33.1,25.3,84.0,47.0,7.6,18.6,7.800000000000001,3948.0,3.904658292948274,2209.0,45.42,0.09047619047619047,1
595,34.0,25.5,82.0,80.0,4.3,28.5,8.5,6560.0,6.507290943358794,6400.0,55.510000000000005,0.0524390243902439,1
596,31.7,23.1,74.0,32.0,9.1,11.9,8.599999999999998,2368.0,2.3413090765275855,1024.0,36.470000000000006,0.12297297297297297,0
597,28.3,23.5,86.0,88.0,1.6,22.4,4.800000000000001,7568.0,7.48936170212766,7744.0,60.32,0.018604651162790697,1
598,33.1,25.9,81.0,70.0,7.2,24.5,7.200000000000003,5670.0,5.6261162929152615,4900.0,51.239999999999995,0.08888888888888889,1
599,28.5,24.6,91.0,85.0,5.7,8.9,3.8999999999999986,7735.0,7.669806643529995,7225.0,60.19,0.06263736263736264,1
600,30.4,22.0,84.0,30.0,7.7,12.1,8.399999999999999,2520.0,2.5,900.0,40.29,0.09166666666666667,0
601,31.0,25.0,80.0,88.0,0.6,40.0,6.0,7040.0,6.993145922320453,7744.0,58.22,0.0075,1
602,29.1,25.9,87.0,67.0,6.3,37.5,3.200000000000003,5829.0,5.788480635551142,4489.0,53.010000000000005,0.07241379310344827,1
603,30.8,21.5,79.0,49.0,6.4,22.5,9.3,3871.0,3.829261054505886,2401.0,44.379999999999995,0.0810126582278481,0
604,30.8,21.4,73.0,49.0,9.5,22.9,9.400000000000002,3577.0,3.5300503306029807,2401.0,41.050000000000004,0.13013698630136986,0
605,32.0,25.8,72.0,46.0,11.0,27.3,6.199999999999999,3312.0,3.2805071315372425,2116.0,39.300000000000004,0.1527777777777778,0
606,29.8,23.4,76.0,86.0,1.4,24.4,6.400000000000002,6536.0,6.468085106382978,7396.0,55.78,0.018421052631578946,1
607,27.7,25.3,87.0,85.0,0.3,9.9,2.3999999999999986,7395.0,7.33412674799167,7225.0,60.21,0.0034482758620689655,1
608,29.4,23.2,86.0,84.0,2.5,9.2,6.199999999999999,7224.0,7.148936170212766,7056.0,58.849999999999994,0.029069767441860465,1
609,31.2,23.8,78.0,46.0,8.1,16.6,7.399999999999999,3588.0,3.549663632766126,2116.0,42.57,0.10384615384615384,0
610,29.8,23.9,84.0,56.0,6.9,9.5,5.900000000000002,4704.0,4.6551212271152895,3136.0,48.330000000000005,0.08214285714285714,0
611,32.2,23.2,72.0,28.0,4.9,16.9,9.000000000000004,2016.0,1.9930795847750864,784.0,35.730000000000004,0.06805555555555556,0
612,31.2,25.1,84.0,77.0,3.9,26.3,6.099999999999998,6468.0,6.4313413542806,5929.0,55.53,0.04642857142857143,1
613,30.2,26.3,82.0,88.0,1.2,28.5,3.8999999999999986,7216.0,7.155890519635066,7744.0,58.84,0.014634146341463414,1
614,31.1,25.8,79.0,81.0,3.2,40.4,5.300000000000001,6399.0,6.336898395721925,6561.0,54.940000000000005,0.04050632911392405,1
615,32.8,26.1,79.0,30.0,7.2,38.0,6.699999999999996,2370.0,2.3565675648801827,900.0,38.44,0.09113924050632911,0
616,30.1,20.4,79.0,46.0,10.3,31.8,9.700000000000003,3634.0,3.5820601281419417,2116.0,42.309999999999995,0.13037974683544304,0
617,32.8,24.3,82.0,62.0,2.5,16.5,8.499999999999996,5084.0,5.0391515511943705,3844.0,50.650000000000006,0.03048780487804878,0
618,32.4,24.9,81.0,78.0,7.8,27.1,7.5,6318.0,6.279693867408806,6084.0,53.459999999999994,0.0962962962962963,1
619,31.5,25.8,75.0,38.0,11.0,13.1,5.699999999999999,2850.0,2.834410740924913,1444.0,38.1,0.14666666666666667,1
620,30.8,23.2,81.0,81.0,3.8,44.7,7.600000000000001,6561.0,6.48576512455516,6561.0,55.56,0.046913580246913576,0
621,32.0,25.3,87.0,89.0,2.2,25.0,6.699999999999999,7743.0,7.636847815366407,7921.0,60.84,0.025287356321839084,1
622,31.3,26.1,93.0,93.0,0.5,39.5,5.199999999999999,8649.0,8.590584028605484,8649.0,64.94999999999999,0.005376344086021506,1
623,29.2,25.0,93.0,94.0,0.0,28.0,4.199999999999999,8742.0,8.690724724127648,8836.0,65.4,0.0,1
624,28.7,21.6,89.0,93.0,0.6,12.1,7.099999999999998,8277.0,8.192616054637236,8649.0,63.32,0.006741573033707865,0
625,30.7,22.0,82.0,60.0,8.3,12.7,8.7,4920.0,4.864544196163734,3600.0,48.31,0.10121951219512196,0
626,28.5,25.4,85.0,84.0,0.6,38.3,3.1000000000000014,7140.0,7.095299612441618,7056.0,59.02,0.007058823529411764,1
627,31.3,19.9,61.0,47.0,7.9,8.7,11.400000000000002,2867.0,2.831604938271605,2209.0,36.13,0.12950819672131147,0
628,29.0,20.0,76.0,49.0,10.8,14.3,9.0,3724.0,3.6664369400413506,2401.0,41.86,0.14210526315789473,0
629,30.6,25.4,77.0,62.0,8.9,30.0,5.200000000000003,4774.0,4.701132447070409,3844.0,46.73,0.1155844155844156,1
630,25.2,23.5,97.0,88.0,1.2,41.4,1.6999999999999993,8536.0,8.420637269409095,7744.0,64.84,0.012371134020618556,1
631,26.4,21.9,94.0,95.0,0.2,26.4,4.5,8930.0,8.78677555839811,9025.0,66.03999999999999,0.002127659574468085,1
632,29.8,20.6,74.0,20.0,8.6,20.5,9.2,1480.0,1.460718515594157,400.0,33.02,0.11621621621621621,0
633,26.3,19.9,76.0,20.0,10.1,26.5,6.400000000000002,1520.0,1.49812734082397,400.0,33.370000000000005,0.13289473684210526,1
634,30.8,20.6,74.0,44.0,9.3,17.2,10.2,3256.0,3.214532530358377,1936.0,40.01,0.1256756756756757,0
635,27.3,19.6,77.0,51.0,9.8,16.4,7.699999999999999,3927.0,3.876604146100691,2601.0,43.160000000000004,0.1272727272727273,0
636,25.5,20.2,81.0,61.0,5.9,21.9,5.300000000000001,4941.0,4.887723810465921,3721.0,48.93,0.0728395061728395,1
637,30.6,18.7,70.0,53.0,8.0,36.0,11.900000000000002,3710.0,3.6436849341976036,2809.0,41.5,0.11428571428571428,0
638,24.9,19.9,70.0,86.0,3.4,40.0,5.0,6020.0,5.958626150648323,7396.0,52.779999999999994,0.04857142857142857,1
639,30.2,24.0,85.0,88.0,0.3,10.9,6.199999999999999,7480.0,7.3600314867657195,7744.0,60.309999999999995,0.003529411764705882,1
640,26.6,22.3,79.0,82.0,2.4,27.9,4.300000000000001,6478.0,6.3647081941442325,6724.0,55.480000000000004,0.030379746835443037,1
641,26.9,22.4,83.0,81.0,0.3,22.2,4.5,6723.0,6.612570079669519,6561.0,57.41,0.003614457831325301,1
642,26.9,21.6,79.0,77.0,5.9,22.2,5.299999999999997,6083.0,5.993693959996059,5929.0,52.93,0.07468354430379748,1
643,28.8,20.9,82.0,75.0,5.3,12.8,7.900000000000002,6150.0,6.059113300492611,5625.0,53.71000000000001,0.06463414634146342,1
644,26.9,20.6,82.0,88.0,1.5,15.7,6.299999999999997,7216.0,7.095378564405113,7744.0,58.75,0.018292682926829267,1
645,25.6,19.4,70.0,60.0,8.8,20.8,6.200000000000003,4200.0,4.1485578822599765,3600.0,43.36,0.12571428571428572,1
646,24.7,18.8,77.0,51.0,3.4,24.9,5.899999999999999,3927.0,3.8827368004745897,2601.0,45.08,0.04415584415584416,0
647,26.4,22.9,81.0,81.0,1.4,37.0,3.5,6561.0,6.44752358490566,6561.0,56.28,0.01728395061728395,1
648,26.6,19.9,80.0,58.0,5.7,23.7,6.700000000000003,4640.0,4.592695239037909,3364.0,47.69,0.07125000000000001,0
649,28.4,19.5,75.0,72.0,7.7,14.1,8.899999999999999,5400.0,5.289968652037618,5184.0,49.28999999999999,0.10266666666666667,0
650,25.0,21.4,81.0,76.0,7.7,27.4,3.6000000000000014,6156.0,6.080600553141051,5776.0,52.89,0.09506172839506173,1
651,28.0,22.3,83.0,77.0,7.7,30.3,5.699999999999999,6391.0,6.289116315685888,5929.0,53.989999999999995,0.0927710843373494,0
652,26.1,20.6,79.0,67.0,8.5,13.0,5.5,5293.0,5.238000989609104,4489.0,49.150000000000006,0.10759493670886076,0
653,26.2,20.4,79.0,69.0,5.0,22.4,5.800000000000001,5451.0,5.361990950226244,4761.0,50.8,0.06329113924050633,1
654,29.1,19.9,82.0,74.0,6.4,25.1,9.200000000000003,6068.0,5.987763962897178,5476.0,53.08,0.07804878048780488,1
655,28.1,20.9,85.0,58.0,7.8,21.6,7.200000000000003,4930.0,4.836178144006278,3364.0,49.06,0.09176470588235294,1
656,30.0,23.6,84.0,67.0,6.7,11.1,6.399999999999999,5628.0,5.529573590096287,4489.0,51.690000000000005,0.07976190476190477,1
657,28.5,21.3,84.0,72.0,6.6,25.0,7.199999999999999,6048.0,5.972743432747383,5184.0,53.220000000000006,0.07857142857142857,1
658,25.9,21.8,85.0,88.0,2.7,39.5,4.099999999999998,7480.0,7.34918451562193,7744.0,59.589999999999996,0.031764705882352945,1
659,29.5,22.1,76.0,48.0,7.8,15.1,7.399999999999999,3648.0,3.5933806146572103,2304.0,42.459999999999994,0.10263157894736842,1
660,26.3,20.6,85.0,81.0,0.4,28.2,5.699999999999999,6885.0,6.767249852565363,6561.0,58.18,0.004705882352941177,1
661,26.1,17.1,87.0,87.0,0.7,28.6,9.0,7569.0,7.427870461236506,7569.0,60.690000000000005,0.008045977011494253,1
662,26.6,21.4,89.0,88.0,1.2,23.3,5.200000000000003,7832.0,7.695784612361206,7744.0,61.64,0.01348314606741573,1
663,28.4,20.6,90.0,81.0,2.0,15.3,7.799999999999997,7290.0,7.182266009852217,6561.0,59.699999999999996,0.022222222222222223,1
664,26.8,22.3,88.0,88.0,0.5,23.9,4.5,7744.0,7.610062893081761,7744.0,61.45,0.005681818181818182,1
665,25.9,21.4,86.0,80.0,3.9,16.5,4.5,6880.0,6.75768588547294,6400.0,57.23,0.04534883720930232,0
666,26.6,22.5,86.0,84.0,1.0,15.3,4.100000000000001,7224.0,7.097661623108666,7056.0,59.3,0.011627906976744186,0
667,29.5,23.3,84.0,88.0,3.6,9.0,6.199999999999999,7392.0,7.27917282127031,7744.0,58.92,0.04285714285714286,1
668,28.9,22.6,90.0,78.0,4.5,15.3,6.299999999999997,7020.0,6.889783099420944,6084.0,58.05,0.05,1
669,25.9,22.0,89.0,84.0,1.1,26.1,3.8999999999999986,7476.0,7.331568108267137,7056.0,60.47,0.012359550561797755,1
670,27.2,21.4,82.0,66.0,6.3,29.6,5.800000000000001,5412.0,5.334647609659931,4356.0,50.71000000000001,0.07682926829268293,1
671,27.6,23.0,89.0,86.0,2.3,17.2,4.600000000000001,7654.0,7.521619496855346,7396.0,60.71000000000001,0.025842696629213482,1
672,26.9,21.4,82.0,85.0,1.2,16.9,5.5,6970.0,6.86970234575202,7225.0,57.940000000000005,0.014634146341463414,1
673,26.6,17.6,76.0,78.0,5.8,8.3,9.0,5928.0,5.8323494687131054,6084.0,52.059999999999995,0.07631578947368421,1
674,25.2,17.8,75.0,59.0,5.1,20.0,7.399999999999999,4425.0,4.335684891240446,3481.0,46.17,0.06799999999999999,0
675,25.3,19.4,83.0,84.0,0.5,11.9,5.900000000000002,6972.0,6.824588880187941,7056.0,58.25000000000001,0.006024096385542169,1
676,21.3,18.6,79.0,85.0,0.0,28.7,2.6999999999999993,6715.0,6.60795119071049,7225.0,57.1,0.0,1
677,21.1,16.4,75.0,88.0,0.9,16.2,4.700000000000003,6600.0,6.463617667221624,7744.0,56.129999999999995,0.012,1
678,21.1,18.8,91.0,88.0,0.0,31.8,2.3000000000000007,8008.0,7.870270270270271,7744.0,62.8,0.0,1
679,21.9,15.4,76.0,88.0,8.6,26.8,6.499999999999998,6688.0,6.58008658008658,7744.0,54.22,0.1131578947368421,1
680,24.9,17.9,87.0,84.0,4.4,27.0,7.0,7308.0,7.1773718326458456,7056.0,58.68,0.05057471264367817,1
681,22.8,17.6,91.0,88.0,0.2,9.8,5.199999999999999,8008.0,7.8780127889818,7744.0,62.739999999999995,0.002197802197802198,1
682,21.9,17.2,93.0,93.0,0.4,21.9,4.699999999999999,8649.0,8.500245700245701,8649.0,64.97999999999999,0.004301075268817204,1
683,22.9,16.0,75.0,43.0,9.3,26.8,6.899999999999999,3225.0,3.1648675171736995,1849.0,40.11,0.12400000000000001,0
684,19.3,16.9,88.0,80.0,3.3,24.0,2.400000000000002,7040.0,6.901960784313726,6400.0,58.21,0.0375,1
685,21.3,15.5,75.0,66.0,3.3,23.3,5.800000000000001,4950.0,4.851514260511615,4356.0,48.809999999999995,0.044,0
686,22.4,16.0,83.0,89.0,0.6,15.7,6.399999999999999,7387.0,7.255672330812297,7921.0,59.720000000000006,0.007228915662650602,1
687,18.9,12.9,75.0,95.0,0.0,26.1,5.999999999999998,7125.0,6.981187536743092,9025.0,58.5,0.0,1
688,20.9,16.1,91.0,85.0,0.1,15.4,4.799999999999997,7735.0,7.590030418997154,7225.0,61.87,0.001098901098901099,1
689,21.6,18.0,95.0,87.0,0.0,21.4,3.6000000000000014,8265.0,8.12844217151849,7569.0,64.1,0.0,1
690,18.9,17.2,95.0,95.0,0.0,40.0,1.6999999999999993,9025.0,8.883748400433113,9025.0,66.5,0.0,1
691,24.7,17.3,75.0,43.0,9.5,20.4,7.399999999999999,3225.0,3.1589773729062594,1849.0,40.05,0.12666666666666668,0
692,22.2,18.7,81.0,78.0,2.2,10.3,3.5,6318.0,6.205067766647024,6084.0,55.14,0.027160493827160497,1
693,22.9,16.6,77.0,78.0,0.4,23.7,6.299999999999997,6006.0,5.905604719764011,6084.0,54.080000000000005,0.005194805194805195,1
694,17.4,13.7,78.0,89.0,1.0,22.5,3.6999999999999993,6942.0,6.799882456655892,7921.0,57.60000000000001,0.01282051282051282,1
695,17.5,8.4,78.0,87.0,3.0,20.5,9.1,6786.0,6.618550668097143,7569.0,56.4,0.038461538461538464,0
696,18.8,6.2,80.0,88.0,0.5,21.6,12.600000000000001,7040.0,6.901284187824723,7744.0,58.25,0.00625,1
697,18.2,9.9,79.0,88.0,0.4,39.3,8.299999999999999,6952.0,6.793042798514755,7744.0,57.88,0.005063291139240506,1
698,17.4,13.6,84.0,83.0,3.3,30.6,3.799999999999999,6972.0,6.827262044653349,6889.0,57.51,0.039285714285714285,1
699,17.7,12.9,79.0,81.0,1.1,29.8,4.799999999999999,6399.0,6.268612852664577,6561.0,55.57000000000001,0.013924050632911394,0
700,18.0,3.8,75.0,74.0,9.1,21.9,14.2,5550.0,5.428934754964296,5476.0,49.470000000000006,0.12133333333333333,0
701,16.6,11.9,77.0,77.0,2.5,25.2,4.700000000000001,5929.0,5.79343365253078,5929.0,53.15,0.032467532467532464,0
702,17.3,16.1,70.0,86.0,3.0,14.8,1.1999999999999993,6020.0,5.895602781314269,7396.0,52.9,0.04285714285714286,0
703,17.6,15.5,86.0,88.0,0.0,41.3,2.1000000000000014,7568.0,7.434915021121918,7744.0,60.8,0.0,1
704,19.2,12.1,76.0,86.0,0.4,29.0,7.1,6536.0,6.392176039119804,7396.0,56.080000000000005,0.005263157894736842,1
705,16.7,14.8,90.0,90.0,0.0,27.3,1.8999999999999986,8100.0,7.94351279788173,8100.0,63.0,0.0,1
706,17.5,15.5,93.0,95.0,0.3,25.9,2.0,8835.0,8.68134027709541,9025.0,65.61,0.0032258064516129032,1
707,16.3,12.7,79.0,88.0,0.0,30.2,3.6000000000000014,6952.0,6.82438401884755,7744.0,58.0,0.0,1
